Country ID,Country Code,Country Name,Region ID,Region Name,Income Group ID,Income Group Name,Income Group Acronym,Managing Agency ID,Managing Agency Acronym,Managing Agency Name,Managing Sub-agency or Bureau ID,Managing Sub-agency or Bureau Acronym,Managing Sub-agency or Bureau Name,Implementing Partner Category ID,Implementing Partner Category Name,Implementing Partner Sub-category ID,Implementing Partner Sub-category Name,Implementing Partner ID,Implementing Partner Name,International Category ID,International Category Name,International Sector Code,International Sector Name,International Purpose Code,International Purpose Name,US Category ID,US Category Name,US Sector ID,US Sector Name,Funding Account ID,Funding Account Name,Funding Agency ID,Funding Agency Name,Funding Agency Acronym,Foreign Assistance Objective ID,Foreign Assistance Objective Name,Aid Type Group ID,Aid Type Group Name,Activity ID,Submission ID,Activity Name,Activity Description,Activity Project Number,Activity Start Date,Activity End Date,Transaction Type ID,Transaction Type Name,Fiscal Year,Transaction Date,Current Dollar Amount,Constant Dollar Amount,aid_type_id,aid_type_name,activity_budget_amount,submission_activity_id
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",1,Government,1,Government - United States,1000001,U.S. Government - U.S. Agency for International Development,10,Administrative Costs,911,Operating Expenses,91010,Operating Expenses,8,Program Support,41,Direct Administrative Costs,72x1035,"Agency for International Development, International Disaster Assistance",1,U.S. Agency for International Development,USAID,1,Economic,6,Administrative Costs,168660,76,Administrative costs,Administrative costs,Administrative Costs,2001-10-01,2017-10-08,3,Disbursements,2012,01Oct2011,455,572,17,Administrative costs not included elsewhere,.,11989
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",1,Government,1,Government - United States,1000002,U.S. Government - Department of Agriculture,9,Humanitarian,740,Disaster Prevention and Preparedness,74020,Multi-hazard response preparedness,7,Humanitarian Assistance,38,Disaster Readiness,72x1035,"Agency for International Development, International Disaster Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,214990,76,Disaster Assistance Support Program (DASP) PASA with USAID/OFDA and USFS.,Disaster Assistance Support Program (DASP) PASA with USAID/OFDA and USFS.,AID-OFDA-P-17-00003,2017-09-01,2023-09-30,2,Obligations,2017,01Sep2017,97129,113517,8,Project-type interventions - not Investment Related,.,58364
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",1,Government,1,Government - United States,1000002,U.S. Government - Department of Agriculture,9,Humanitarian,740,Disaster Prevention and Preparedness,74020,Multi-hazard response preparedness,7,Humanitarian Assistance,38,Disaster Readiness,72x1035,"Agency for International Development, International Disaster Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,214990,76,Disaster Assistance Support Program (DASP) PASA with USAID/OFDA and USFS.,Disaster Assistance Support Program (DASP) PASA with USAID/OFDA and USFS.,AID-OFDA-P-17-00003,2017-09-01,2023-09-30,3,Disbursements,2018,01Aug2018,97129,110913,8,Project-type interventions - not Investment Related,.,58364
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",1,Government,1,Government - United States,1999999,U.S. Government - Other,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,7,Humanitarian Assistance,37,"Protection, Assistance and Solutions",72x1035,"Agency for International Development, International Disaster Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,189552,76,Crisis Assistance and Recovery,"Provide goods, personnel, services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality, impartiality and human dignity. This element should be done, when possible, as part of an integrated, coordinated and/or multi-sectoral approach.",5.1.2,,,2,Obligations,2011,01Jun2011,2452,3144,8,Project-type interventions - not Investment Related,.,32906
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",1,Government,1,Government - United States,1999999,U.S. Government - Other,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,7,Humanitarian Assistance,37,"Protection, Assistance and Solutions",72x1035,"Agency for International Development, International Disaster Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,189552,76,Crisis Assistance and Recovery,"Provide goods, personnel, services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality, impartiality and human dignity. This element should be done, when possible, as part of an integrated, coordinated and/or multi-sectoral approach.",5.1.2,,,3,Disbursements,2014,01Oct2013,2452,2975,8,Project-type interventions - not Investment Related,.,32906
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,3990010,University/Research Institute - Non United States Other,1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,207204,76,USAID Advisory and Assistance Services,Administrative costs and operating expenses of USAID contributing to Advisory and Assistance Services.,,,,3,Disbursements,2020,01Nov2019,543119,600272,8,Project-type interventions - not Investment Related,.,50578
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,3990010,University/Research Institute - Non United States Other,1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,207204,76,USAID Advisory and Assistance Services,Administrative costs and operating expenses of USAID contributing to Advisory and Assistance Services.,,,,3,Disbursements,2020,01Aug2020,938985,1037795,8,Project-type interventions - not Investment Related,.,50578
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,3990010,University/Research Institute - Non United States Other,1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,207204,76,USAID Advisory and Assistance Services,Administrative costs and operating expenses of USAID contributing to Advisory and Assistance Services.,,,,3,Disbursements,2021,01Jun2021,20000,21386,8,Project-type interventions - not Investment Related,.,50578
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,3990010,University/Research Institute - Non United States Other,1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,220652,76,Academic Research Activities,"To support student training at the Feinberg Graduate School (FGS) at the Weizmann Institute of Science, in Rehovot, Israel. The award, made to the Trustees of the Feinberg Graduate School, will help the school improve and develop instructional and research activities in genome-based biomedicine and other important academic programs.",72ASHA19GR00013,,2022-09-30,2,Obligations,2020,01Aug2020,1202500,1329040,8,Project-type interventions - not Investment Related,.,64026
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,4014104,"Feinberg Graduate School, Weizmann Institute of Science",1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,190877,76,Higher Education,"Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs.",3.2.2,,,2,Obligations,2007,01Sep2007,900000,1224735,8,Project-type interventions - not Investment Related,.,34232
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,4014104,"Feinberg Graduate School, Weizmann Institute of Science",1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,190877,76,Higher Education,"Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs.",3.2.2,,,2,Obligations,2008,01Sep2008,1000000,1333016,8,Project-type interventions - not Investment Related,.,34232
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,4014104,"Feinberg Graduate School, Weizmann Institute of Science",1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,190877,76,Higher Education,"Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs.",3.2.2,,,2,Obligations,2009,01Sep2009,1000000,1319606,8,Project-type interventions - not Investment Related,.,34232
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,4014104,"Feinberg Graduate School, Weizmann Institute of Science",1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,190877,76,Higher Education,"Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs.",3.2.2,,,3,Disbursements,2008,01Apr2008,310687,414151,8,Project-type interventions - not Investment Related,.,34232
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,4014104,"Feinberg Graduate School, Weizmann Institute of Science",1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,190877,76,Higher Education,"Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs.",3.2.2,,,3,Disbursements,2008,01Jul2008,234328,312364,8,Project-type interventions - not Investment Related,.,34232
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,4014104,"Feinberg Graduate School, Weizmann Institute of Science",1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,190877,76,Higher Education,"Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs.",3.2.2,,,3,Disbursements,2009,01Nov2008,354984,468440,8,Project-type interventions - not Investment Related,.,34232
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,4014104,"Feinberg Graduate School, Weizmann Institute of Science",1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,190877,76,Higher Education,"Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs.",3.2.2,,,3,Disbursements,2009,01Jan2009,127513,168268,8,Project-type interventions - not Investment Related,.,34232
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,4014104,"Feinberg Graduate School, Weizmann Institute of Science",1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,190877,76,Higher Education,"Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs.",3.2.2,,,3,Disbursements,2009,01Feb2009,34900,46054,8,Project-type interventions - not Investment Related,.,34232
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,4014104,"Feinberg Graduate School, Weizmann Institute of Science",1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,190877,76,Higher Education,"Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs.",3.2.2,,,3,Disbursements,2009,01Mar2009,269279,355342,8,Project-type interventions - not Investment Related,.,34232
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,4014104,"Feinberg Graduate School, Weizmann Institute of Science",1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,190877,76,Higher Education,"Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs.",3.2.2,,,3,Disbursements,2009,01Jun2009,132575,174947,8,Project-type interventions - not Investment Related,.,34232
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,4014104,"Feinberg Graduate School, Weizmann Institute of Science",1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,190877,76,Higher Education,"Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs.",3.2.2,,,3,Disbursements,2010,01Oct2009,435733,570037,8,Project-type interventions - not Investment Related,.,34232
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,4014104,"Feinberg Graduate School, Weizmann Institute of Science",1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,190877,76,Higher Education,"Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs.",3.2.2,,,3,Disbursements,2010,01Jan2010,143913,188270,8,Project-type interventions - not Investment Related,.,34232
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,4014104,"Feinberg Graduate School, Weizmann Institute of Science",1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,190877,76,Higher Education,"Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs.",3.2.2,,,3,Disbursements,2010,01Feb2010,155064,202859,8,Project-type interventions - not Investment Related,.,34232
376,ISR,Israel,3,Middle East and North Africa,4,High Income Country,HIC,1,USAID,U.S. Agency for International Development,21,DCHA,"Bureau for Democracy, Conflict and Humanitarian Assistance",2,Universities and Research Institutes,4,Universities and Research Institutes - Non United States,4014104,"Feinberg Graduate School, Weizmann Institute of Science",1,Education,114,Post-Secondary Education,11420,Higher education,4,Education and Social Services,21,Higher Education,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,190877,76,Higher Education,"Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs.",3.2.2,,,3,Disbursements,2010,01Apr2010,174500,228286,8,Project-type interventions - not Investment Related,.,34232
